Weight,FatContent,ProductVisibility,ProductType,MRP,EstablishmentYear,StoreSize,CityTier,StoreCategory,StoreSales,SqrtProductVisibility,ProductGroup,MRP_bin,Vis_bin
19.25,Regular,0.027233781,Meat,197.511,2007,Small,Tier 2,Supermarket Type1,982.055,0.165026606945668,Fresh Produce,High,Low
11.8,Low Fat,0.079440262,Soft Drinks,86.7882,1985,Small,Tier 1,Grocery Store,85.8882,0.28185148926340625,Snacks & Beverages,Low,Mid-High
20.0,Regular,0.060022526,Baking Goods,168.7132,2002,Small,Tier 2,Supermarket Type1,6426.3016,0.2449949509683822,Grains & Bakery,Mid-High,Mid-High
20.75,Low Fat,0.181958524,Snack Foods,161.0578,1998,Small,Tier 3,Grocery Store,481.3734,0.4265659667624692,Snacks & Beverages,Mid-High,High
7.235,Low Fat,0.058222587,Snack Foods,114.8834,1999,Medium,Tier 1,Supermarket Type1,3340.3186,0.24129357015884198,Snacks & Beverages,Mid-Low,Mid-High
12.15,Low Fat,0.054723717,Health and Hygiene,36.6874,1985,Medium,Tier 3,Supermarket Type3,1058.622,0.23393100906036376,Household & Hygiene,Low,Mid-Low
6.78,Low Fat,0.066724663,Fruits and Vegetables,187.724,1999,Medium,Tier 1,Supermarket Type1,1491.392,0.2583111747485966,Fresh Produce,High,Mid-High
7.3,Low Fat,0.144167934,Frozen Foods,146.3076,1998,Small,Tier 3,Grocery Store,886.8456,0.37969452721892105,Dairy & Frozen,Mid-High,High
12.3,Low Fat,0.052458358,Household,188.753,1987,High,Tier 3,Supermarket Type1,3795.06,0.2290378964276436,Household & Hygiene,High,Mid-Low
16.85,Low Fat,0.139985583,Snack Foods,145.276,2009,Medium,Tier 3,Supermarket Type2,2490.092,0.37414647265476125,Snacks & Beverages,Mid-High,High
14.65,Regular,0.099286298,Snack Foods,49.8666,1999,Medium,Tier 1,Supermarket Type1,563.9326,0.31509728339038406,Snacks & Beverages,Low,High
15.6,Low Fat,0.037680711,Snack Foods,123.7704,2004,Small,Tier 2,Supermarket Type1,3129.26,0.1941152003321739,Snacks & Beverages,Mid-Low,Mid-Low
17.35,Low Fat,0.168064909,Household,176.2712,2009,Medium,Tier 3,Supermarket Type2,1230.3984,0.40995720386401313,Household & Hygiene,Mid-High,High
16.0,Low Fat,0.090111173,Dairy,141.3154,1999,Medium,Tier 1,Supermarket Type1,3261.7542,0.3001852311490357,Dairy & Frozen,Mid-High,Mid-High
17.0,Low Fat,0.136286138,Fruits and Vegetables,170.9106,2009,Medium,Tier 3,Supermarket Type2,1197.7742,0.36916952474439163,Fresh Produce,Mid-High,High
11.5,Regular,0.125857678,Frozen Foods,100.5358,2002,Small,Tier 2,Supermarket Type1,2111.2518,0.354764256936913,Dairy & Frozen,Mid-Low,High
5.695,Regular,0.067700925,Breads,256.5988,1997,Small,Tier 1,Supermarket Type1,2055.9904,0.26019401415097926,Grains & Bakery,High,Mid-High
15.2,Low Fat,0.112896669,Soft Drinks,36.0848,1997,Small,Tier 1,Supermarket Type1,1193.1136,0.33600099553423945,Snacks & Beverages,Low,High
9.1,Low Fat,0.173973652,Baking Goods,126.5362,1987,High,Tier 3,Supermarket Type1,1761.7068,0.4171014888489371,Grains & Bakery,Mid-Low,High
16.85,Low Fat,0.057583737999999995,Snack Foods,146.076,2007,Small,Tier 2,Supermarket Type1,2636.568,0.23996611844175,Snacks & Beverages,Mid-High,Mid-Low
11.15,Low Fat,0.073516952,Others,65.9142,2002,Small,Tier 2,Supermarket Type1,790.9704,0.2711400966290305,Canned & Packaged,Low,Mid-High
17.0,Low Fat,0.119285634,Frozen Foods,247.4434,1987,High,Tier 3,Supermarket Type1,2980.1208,0.3453775238778575,Dairy & Frozen,High,High
7.47,Regular,0.153011599,Frozen Foods,215.2218,2007,Small,Tier 2,Supermarket Type1,3419.5488,0.39116697074267404,Dairy & Frozen,High,High
20.7,Low Fat,0.04875891,Fruits and Vegetables,37.3506,1997,Small,Tier 1,Supermarket Type1,834.9132,0.2208141979130871,Fresh Produce,Low,Mid-Low
15.6,Regular,0.105276162,Snack Foods,173.2764,2004,Small,Tier 2,Supermarket Type1,3779.0808,0.32446288231475723,Snacks & Beverages,Mid-High,High
17.7,Regular,0.122123201,Meat,100.7674,2002,Small,Tier 2,Supermarket Type1,814.9392,0.34946130114792395,Fresh Produce,Mid-Low,High
13.0,Low Fat,0.082970667,Household,60.0194,1999,Medium,Tier 1,Supermarket Type1,1114.5492,0.28804629315441643,Household & Hygiene,Low,Mid-High
14.0,Regular,0.029782937,Dairy,146.3786,2002,Small,Tier 2,Supermarket Type1,866.8716,0.17257733628724253,Dairy & Frozen,Mid-High,Low
18.85,Regular,0.067953506,Dairy,119.044,1997,Small,Tier 1,Supermarket Type1,2396.88,0.260678932788977,Dairy & Frozen,Mid-Low,Mid-High
15.7,Low Fat,0.03722507,Soft Drinks,182.4634,2004,Small,Tier 2,Supermarket Type1,1999.3974,0.19293799522126273,Snacks & Beverages,Mid-High,Mid-Low
15.85,Low Fat,0.020487625,Household,44.0112,1997,Small,Tier 1,Supermarket Type1,468.7232,0.14313498873441113,Household & Hygiene,Low,Low
6.175,Regular,0.179077475,Meat,94.3752,1997,Small,Tier 1,Supermarket Type1,1342.2528,0.42317546597126826,Fresh Produce,Mid-Low,High
12.15,Low Fat,0.037131628,Canned,216.4824,1985,Small,Tier 1,Grocery Store,218.3824,0.19269568754904715,Canned & Packaged,High,Mid-Low
16.0,Regular,0.017547958,Meat,48.3718,2004,Small,Tier 2,Supermarket Type1,614.5334,0.1324687057383743,Fresh Produce,Low,Low
13.15,Low Fat,0.093191195,Household,158.1604,2007,Small,Tier 2,Supermarket Type1,1426.1436,0.30527232924063064,Household & Hygiene,Mid-High,High
16.5,Regular,0.079875237,Fruits and Vegetables,102.7332,2002,Small,Tier 2,Supermarket Type1,1537.998,0.2826220745094056,Fresh Produce,Mid-Low,Mid-High
14.65,Low Fat,0.01125332,Others,57.0614,2007,Small,Tier 2,Supermarket Type1,939.4438,0.10608166665357403,Canned & Packaged,Low,Low
13.5,Regular,0.125170423,Snack Foods,261.491,1987,High,Tier 3,Supermarket Type1,3418.883,0.35379432301833225,Snacks & Beverages,High,High
10.1,Low Fat,0.032152004,Canned,50.6008,1999,Medium,Tier 1,Supermarket Type1,404.8064,0.17930979895142374,Canned & Packaged,Low,Low
11.85,Regular,0.056033565,Baking Goods,51.4666,2007,Small,Tier 2,Supermarket Type1,974.0654,0.23671409970679821,Grains & Bakery,Low,Mid-Low
9.285,Regular,0.021049215,Snack Foods,161.0578,2002,Small,Tier 2,Supermarket Type1,2406.867,0.14508347597159368,Snacks & Beverages,Mid-High,Low
12.8,Regular,0.023526504,Meat,223.5404,2004,Small,Tier 2,Supermarket Type1,5626.01,0.15338351932329627,Fresh Produce,High,Low
6.235,Low Fat,0.020229757,Household,260.8962,1999,Medium,Tier 1,Supermarket Type1,5956.9126,0.14223135027130973,Household & Hygiene,High,Low
12.15,Low Fat,0.131445848,Frozen Foods,246.846,2002,Small,Tier 2,Supermarket Type1,6404.996,0.36255461381700826,Dairy & Frozen,High,High
12.15,Low Fat,0.083862625,Health and Hygiene,44.077,1985,Small,Tier 1,Grocery Store,216.385,0.28959044355779423,Household & Hygiene,Low,Mid-High
12.35,Regular,0.18614827,Baking Goods,78.2328,1999,Medium,Tier 1,Supermarket Type1,1158.492,0.43144903522895955,Grains & Bakery,Low,High
16.2,Low Fat,0.036057562,Fruits and Vegetables,260.3278,2009,Medium,Tier 3,Supermarket Type2,2342.9502,0.18988828821177994,Fresh Produce,High,Mid-Low
7.285,Low Fat,0.031327839,Household,174.6054,2007,Small,Tier 2,Supermarket Type1,2976.7918,0.1769967203085978,Household & Hygiene,Mid-High,Low
7.05,Regular,0.055558509,Breads,224.7088,1997,Small,Tier 1,Supermarket Type1,3131.9232,0.23570852551403396,Grains & Bakery,High,Mid-Low
12.85,Low Fat,0.063079544,Frozen Foods,109.9254,1985,Small,Tier 1,Grocery Store,108.5254,0.25115641341602246,Dairy & Frozen,Mid-Low,Mid-High
14.5,Regular,0.063863551,Breads,262.3594,1997,Small,Tier 1,Supermarket Type1,4448.2098,0.2527123879037195,Grains & Bakery,High,Mid-High
13.35,Low Fat,0.0675840825,Dairy,75.7012,2007,Small,Tier 2,Supermarket Type1,1442.1228,0.2599693876209274,Dairy & Frozen,Low,Mid-High
11.5,Low Fat,0.058778429,Fruits and Vegetables,128.4652,1999,Medium,Tier 1,Supermarket Type1,2841.6344,0.24244263032725907,Fresh Produce,Mid-Low,Mid-High
12.1,Low Fat,0.016852909,Hard Drinks,180.666,1999,Medium,Tier 1,Supermarket Type1,2876.256,0.12981875442323423,Snacks & Beverages,Mid-High,Low
11.8,Regular,0.094037241,Snack Foods,124.5704,2009,Medium,Tier 3,Supermarket Type2,1001.3632,0.30665492169538056,Snacks & Beverages,Mid-Low,High
7.05,Low Fat,0.085312137,Snack Foods,107.4912,2009,Medium,Tier 3,Supermarket Type2,982.7208,0.29208241473940194,Snacks & Beverages,Mid-Low,Mid-High
11.65,Low Fat,0.053764023,Seafood,195.7768,1985,Medium,Tier 3,Supermarket Type3,3547.3824,0.23187070319468994,Fresh Produce,High,Mid-Low
18.75,Low Fat,0.010365546,Household,207.0954,1997,Small,Tier 1,Supermarket Type1,3125.931,0.1018113254996712,Household & Hygiene,High,Low
19.25,Regular,0.027135522,Meat,196.311,2002,Small,Tier 2,Supermarket Type1,3142.576,0.16472863139114585,Fresh Produce,High,Low
16.2,Low Fat,0.0534335745,Canned,100.57,1987,High,Tier 3,Supermarket Type1,1398.18,0.2311570342862185,Canned & Packaged,Mid-Low,Mid-Low
8.31,Regular,0.116148596,Snack Foods,176.0028,2009,Medium,Tier 3,Supermarket Type2,4427.57,0.34080580394118876,Snacks & Beverages,Mid-High,High
13.1,Low Fat,0.075363922,Dairy,73.8354,2007,Small,Tier 2,Supermarket Type1,1956.1204,0.27452490233128213,Dairy & Frozen,Low,Mid-High
13.5,Low Fat,0.021496403,Fruits and Vegetables,180.5976,1997,Small,Tier 1,Supermarket Type1,3078.6592,0.1466165168048948,Fresh Produce,Mid-High,Low
11.15,Regular,0.085931544,Snack Foods,169.679,1997,Small,Tier 1,Supermarket Type1,1018.674,0.2931408262252121,Snacks & Beverages,Mid-High,Mid-High
7.5,Low Fat,0.096806008,Household,56.2588,2009,Medium,Tier 3,Supermarket Type2,687.1056,0.311136638793955,Household & Hygiene,Low,High
10.1,Low Fat,0.04778563,Hard Drinks,156.5946,1985,Medium,Tier 3,Supermarket Type3,3787.0704,0.2185992451954032,Snacks & Beverages,Mid-High,Mid-Low
15.6,Regular,0.105725004,Snack Foods,169.9764,2009,Medium,Tier 3,Supermarket Type2,2748.4224,0.3251538159087173,Snacks & Beverages,Mid-High,High
13.15,Low Fat,0.148764535,Snack Foods,111.1912,1985,Small,Tier 1,Grocery Store,109.1912,0.3857000583354895,Snacks & Beverages,Mid-Low,High
6.78,Low Fat,0.066997921,Fruits and Vegetables,186.524,2007,Small,Tier 2,Supermarket Type1,2609.936,0.25883956614088194,Fresh Produce,High,Mid-High
16.0,Low Fat,0.040938155,Snack Foods,141.1496,2004,Small,Tier 2,Supermarket Type1,4516.7872,0.20233179433791418,Snacks & Beverages,Mid-High,Mid-Low
12.15,Regular,0.014661762,Canned,89.1172,1985,Medium,Tier 3,Supermarket Type3,2319.6472,0.12108576299466424,Canned & Packaged,Low,Low
10.5,Low Fat,0.048213766,Hard Drinks,159.6946,2009,Medium,Tier 3,Supermarket Type2,3629.2758,0.21957633296874232,Snacks & Beverages,Mid-High,Mid-Low
17.1,Low Fat,0.032761024,Frozen Foods,148.8392,2009,Medium,Tier 3,Supermarket Type2,2087.9488,0.1810000662983304,Dairy & Frozen,Mid-High,Mid-Low
7.535,Low Fat,0.053589594,Soft Drinks,121.644,2002,Small,Tier 2,Supermarket Type1,1557.972,0.23149426342784393,Snacks & Beverages,Mid-Low,Mid-Low
15.1,Low Fat,0.025988508,Frozen Foods,146.6076,2004,Small,Tier 2,Supermarket Type1,2364.9216,0.16120951584816573,Dairy & Frozen,Mid-High,Low
15.1,Low Fat,0.026140452,Frozen Foods,149.0076,2007,Small,Tier 2,Supermarket Type1,4138.6128,0.16168009153881624,Dairy & Frozen,Mid-High,Low
10.0,Low Fat,0.025932408,Canned,264.7226,2009,Medium,Tier 3,Supermarket Type2,3171.8712,0.16103542467420018,Canned & Packaged,High,Low
20.85,Low Fat,0.098170402,Starchy Foods,224.0746,2007,Small,Tier 2,Supermarket Type1,2243.746,0.3133215632541112,Grains & Bakery,High,High
16.7,Regular,0.119439636,Fruits and Vegetables,182.1976,2004,Small,Tier 2,Supermarket Type1,724.3904,0.3456003993053249,Fresh Produce,Mid-High,High
8.315,Regular,0.059540542,Baking Goods,143.6444,1998,Small,Tier 3,Grocery Store,145.1444,0.24400930719954106,Grains & Bakery,Mid-High,Mid-High
13.15,Low Fat,0.044122209,Snack Foods,173.8054,1985,Small,Tier 1,Grocery Store,175.1054,0.21005287191562033,Snacks & Beverages,Mid-High,Mid-Low
16.75,Low Fat,0.081304829,Fruits and Vegetables,258.4988,2004,Small,Tier 2,Supermarket Type1,4111.9808,0.2851400164831306,Fresh Produce,High,Mid-High
11.65,Low Fat,0.081014461,Baking Goods,98.8384,1985,Small,Tier 1,Grocery Store,492.692,0.2846303936687015,Grains & Bakery,Mid-Low,Mid-High
12.5,Low Fat,0.006775667,Household,42.9112,1999,Medium,Tier 1,Supermarket Type1,1022.6688,0.08231443980250366,Household & Hygiene,Low,Low
6.8,Low Fat,0.03749705,Baking Goods,49.9034,1997,Small,Tier 1,Supermarket Type1,194.4136,0.193641550293319,Grains & Bakery,Low,Mid-Low
7.3,Low Fat,0.086060695,Frozen Foods,149.8076,1987,High,Tier 3,Supermarket Type1,2808.3444,0.2933610318362001,Dairy & Frozen,Mid-High,Mid-High
15.85,Low Fat,0.020519478,Household,42.5112,1999,Medium,Tier 1,Supermarket Type1,852.224,0.14324621460967127,Household & Hygiene,Low,Low
12.1,Regular,0.061163967,Soft Drinks,56.5614,2004,Small,Tier 2,Supermarket Type1,828.921,0.24731349942936798,Snacks & Beverages,Low,Mid-High
9.195,Regular,0.07821891,Meat,107.6596,2002,Small,Tier 2,Supermarket Type1,323.5788,0.27967643804940023,Fresh Produce,Mid-Low,Mid-High
7.59,Regular,0.14492016,Fruits and Vegetables,174.708,1987,High,Tier 3,Supermarket Type1,2942.836,0.3806838058021381,Fresh Produce,Mid-High,High
12.15,Low Fat,0.062235983,Starchy Foods,34.5532,1987,High,Tier 3,Supermarket Type1,359.532,0.24947140717925972,Grains & Bakery,Low,Mid-High
19.75,Regular,0.030166924,Frozen Foods,179.766,1998,Small,Tier 3,Grocery Store,719.064,0.17368628040233922,Dairy & Frozen,Mid-High,Low
18.85,Low Fat,0.016104504,Health and Hygiene,130.2626,2004,Small,Tier 2,Supermarket Type1,2360.9268,0.12690352240974243,Household & Hygiene,Mid-Low,Low
12.15,Low Fat,0.01544786,Frozen Foods,211.2928,1987,High,Tier 3,Supermarket Type1,2735.1064,0.12428942030599387,Dairy & Frozen,High,Low
13.1,Low Fat,0.037574137,Fruits and Vegetables,174.2054,2004,Small,Tier 2,Supermarket Type1,3677.2134,0.19384049370552067,Fresh Produce,Mid-High,Mid-Low
13.15,Low Fat,0.106876976,Snack Foods,146.7076,1985,Medium,Tier 3,Supermarket Type3,3842.9976,0.3269204429215157,Snacks & Beverages,Mid-High,High
7.895,Regular,0.061124626,Breakfast,58.5588,1987,High,Tier 3,Supermarket Type1,171.7764,0.2472339499340655,Grains & Bakery,Low,Mid-High
13.15,Regular,0.127599399,Snack Foods,118.9098,1985,Small,Tier 1,Grocery Store,120.5098,0.3572105807503468,Snacks & Beverages,Mid-Low,High
16.75,Low Fat,0.029785889,Snack Foods,38.9822,1999,Medium,Tier 1,Supermarket Type1,628.5152,0.17258588876266795,Snacks & Beverages,Low,Low
16.35,Low Fat,0.049016517,Household,198.211,2004,Small,Tier 2,Supermarket Type1,2946.165,0.22139674116842822,Household & Hygiene,High,Mid-Low
8.21,Low Fat,0.010762387,Hard Drinks,149.5392,2004,Small,Tier 2,Supermarket Type1,1789.6704,0.10374192498695983,Snacks & Beverages,Mid-High,Low
15.85,Low Fat,0.108206497,Soft Drinks,58.3904,2007,Small,Tier 2,Supermarket Type1,468.7232,0.32894755965047073,Snacks & Beverages,Low,High
16.2,Low Fat,0.063127333,Canned,100.47,1999,Medium,Tier 1,Supermarket Type1,1597.92,0.2512515333286545,Canned & Packaged,Mid-Low,Mid-High
17.5,Low Fat,0.02687089,Frozen Foods,264.491,1997,Small,Tier 1,Supermarket Type1,3681.874,0.1639234272457723,Dairy & Frozen,High,Low
11.65,Low Fat,0.099681705,Baking Goods,107.4622,1985,Small,Tier 1,Grocery Store,317.5866,0.3157240963246233,Grains & Bakery,Mid-Low,High
13.65,Regular,0.072898645,Frozen Foods,198.1426,2004,Small,Tier 2,Supermarket Type1,1977.426,0.26999749072908064,Dairy & Frozen,High,Mid-High
11.35,Regular,0.063354531,Dairy,88.9856,2002,Small,Tier 2,Supermarket Type1,1230.3984,0.2517032598120255,Dairy & Frozen,Low,Mid-High
10.8,Low Fat,0.082534287,Dairy,191.1504,2004,Small,Tier 2,Supermarket Type1,4410.2592,0.28728781213271126,Dairy & Frozen,High,Mid-High
7.47,Regular,0.152024355,Frozen Foods,211.8218,1987,High,Tier 3,Supermarket Type1,1496.0526,0.3899030071697319,Dairy & Frozen,High,High
19.85,Low Fat,0.045669236,Fruits and Vegetables,126.402,1997,Small,Tier 1,Supermarket Type1,1012.016,0.21370361718978928,Fresh Produce,Mid-Low,Mid-Low
8.39,Regular,0.024342578,Frozen Foods,113.6176,2007,Small,Tier 2,Supermarket Type1,2862.94,0.1560210819088241,Dairy & Frozen,Mid-Low,Low
15.0,Low Fat,0.044908404,Health and Hygiene,140.2838,1997,Small,Tier 1,Supermarket Type1,1404.838,0.2119160305404006,Household & Hygiene,Mid-Low,Mid-Low
17.35,Low Fat,0.168329848,Household,176.7712,2007,Small,Tier 2,Supermarket Type1,2812.3392,0.41028020668806336,Household & Hygiene,Mid-High,High
14.1,Low Fat,0.111936685,Snack Foods,198.8084,1998,Small,Tier 3,Grocery Store,992.042,0.33456940236668387,Snacks & Beverages,High,High
19.2,Regular,0.005620213,Starchy Foods,226.6062,2007,Small,Tier 2,Supermarket Type1,5191.2426,0.07496807987403706,Grains & Bakery,High,Low
15.6,Low Fat,0.117095014,Frozen Foods,78.067,1999,Medium,Tier 1,Supermarket Type1,1148.505,0.34219148732836707,Dairy & Frozen,Low,High
20.5,Low Fat,0.023274107,Others,154.134,2007,Small,Tier 2,Supermarket Type1,2909.546,0.15255853630656005,Canned & Packaged,Mid-High,Low
13.15,Low Fat,0.091354948,Snack Foods,122.3072,1985,Small,Tier 1,Grocery Store,122.5072,0.30224981058720285,Snacks & Beverages,Mid-Low,Mid-High
10.6,Low Fat,0.011087128,Breads,41.4454,2004,Small,Tier 2,Supermarket Type1,1468.089,0.10529543199968364,Grains & Bakery,Low,Low
15.1,Regular,0.099839365,Fruits and Vegetables,143.3786,2004,Small,Tier 2,Supermarket Type1,1733.7432,0.31597367770116547,Fresh Produce,Mid-High,High
7.035,Low Fat,0.021938404,Frozen Foods,264.691,2009,Medium,Tier 3,Supermarket Type2,5785.802,0.1481161841258409,Dairy & Frozen,High,Low
16.0,Low Fat,0.090480206,Dairy,142.4154,2007,Small,Tier 2,Supermarket Type1,1985.4156,0.30079927858956046,Dairy & Frozen,Mid-High,Mid-High
13.65,Regular,0.080640478,Frozen Foods,262.6936,1997,Small,Tier 1,Supermarket Type1,4175.8976,0.28397267122031306,Dairy & Frozen,High,Mid-High
6.115,Regular,0.007043008,Soft Drinks,190.353,2004,Small,Tier 2,Supermarket Type1,569.259,0.08392263103597265,Snacks & Beverages,High,Low
8.96,Regular,0.069219165,Fruits and Vegetables,196.5768,2009,Medium,Tier 3,Supermarket Type2,2759.0752,0.263095353436734,Fresh Produce,High,Mid-High
19.6,Low Fat,0.039569689,Snack Foods,165.9526,2004,Small,Tier 2,Supermarket Type1,2631.2416,0.19892131358906717,Snacks & Beverages,Mid-High,Mid-Low
9.195,Low Fat,0.180588082,Snack Foods,182.2634,1998,Small,Tier 3,Grocery Store,363.5268,0.4249565648392786,Snacks & Beverages,Mid-High,High
8.97,Low Fat,0.09301462,Household,52.7956,1997,Small,Tier 1,Supermarket Type1,1037.3164,0.30498298313184624,Household & Hygiene,Low,High
9.3,Low Fat,0.066887123,Frozen Foods,183.9292,1999,Medium,Tier 1,Supermarket Type1,3283.7256,0.25862544925045566,Dairy & Frozen,High,Mid-High
17.7,Regular,0.042468413,Frozen Foods,162.421,2004,Small,Tier 2,Supermarket Type1,1468.089,0.20607865731317254,Dairy & Frozen,Mid-High,Mid-Low
7.27,Low Fat,0.071188446,Soft Drinks,111.9518,1999,Medium,Tier 1,Supermarket Type1,1138.518,0.2668116301812948,Snacks & Beverages,Mid-Low,Mid-High
16.1,Regular,0.159595473,Frozen Foods,32.8558,1987,High,Tier 3,Supermarket Type1,339.558,0.39949402123185773,Dairy & Frozen,Low,High
13.1,Regular,0.086905536,Fruits and Vegetables,78.8644,1985,Small,Tier 1,Grocery Store,314.2576,0.2947974491070098,Fresh Produce,Low,Mid-High
20.75,Low Fat,0.089186387,Breakfast,193.3478,1987,High,Tier 3,Supermarket Type1,6006.1818,0.29864089974415764,Grains & Bakery,High,Mid-High
20.2,Low Fat,0.112321218,Household,123.6046,1997,Small,Tier 1,Supermarket Type1,2988.1104,0.33514357818702123,Household & Hygiene,Mid-Low,High
5.51,Low Fat,0.034668802,Health and Hygiene,98.5726,2007,Small,Tier 2,Supermarket Type1,1761.7068,0.18619560145180658,Household & Hygiene,Mid-Low,Mid-Low
20.2,Regular,0.058778429,Fruits and Vegetables,129.0678,2007,Small,Tier 2,Supermarket Type1,3560.6984,0.24244263032725907,Fresh Produce,Mid-Low,Mid-High
14.7,Low Fat,0.072592873,Fruits and Vegetables,48.5034,2009,Medium,Tier 3,Supermarket Type2,874.8612,0.26943064599261907,Fresh Produce,Low,Mid-High
20.0,Regular,0.059889718,Baking Goods,168.5132,2004,Small,Tier 2,Supermarket Type1,2874.9244,0.2447237585523727,Grains & Bakery,Mid-High,Mid-High
17.1,Low Fat,0.112402118,Household,112.986,1998,Small,Tier 3,Grocery Store,113.186,0.33526425100210133,Household & Hygiene,Mid-Low,High
11.5,Low Fat,0.029529474,Health and Hygiene,132.6626,1998,Small,Tier 3,Grocery Store,262.3252,0.17184142108350944,Household & Hygiene,Mid-Low,Low
11.15,Regular,0.105736638,Baking Goods,104.4648,2009,Medium,Tier 3,Supermarket Type2,2181.1608,0.3251717054111566,Grains & Bakery,Mid-Low,High
16.2,Low Fat,0.044291251,Frozen Foods,43.3454,1999,Medium,Tier 1,Supermarket Type1,503.3448,0.21045486689549375,Dairy & Frozen,Low,Mid-Low
16.1,Low Fat,0.100388706,Fruits and Vegetables,76.0328,1999,Medium,Tier 1,Supermarket Type1,1853.5872,0.3168417680799045,Fresh Produce,Low,High
15.0,Regular,0.054599767,Canned,59.4904,2009,Medium,Tier 3,Supermarket Type2,644.4944,0.23366593033645278,Canned & Packaged,Low,Mid-Low
12.8,Low Fat,0.069560905,Starchy Foods,263.0252,1987,High,Tier 3,Supermarket Type1,2885.5772,0.2637440141500846,Grains & Bakery,High,Mid-High
5.985,Low Fat,0.063079544,Frozen Foods,125.2678,2004,Small,Tier 2,Supermarket Type1,1017.3424,0.25115641341602246,Dairy & Frozen,Mid-Low,Mid-High
19.35,Regular,0.021453493,Fruits and Vegetables,120.3098,2004,Small,Tier 2,Supermarket Type1,2530.7058,0.14647010957871234,Fresh Produce,Mid-Low,Low
16.6,Low Fat,0.016276741,Health and Hygiene,109.8596,2009,Medium,Tier 3,Supermarket Type2,1617.894,0.1275803315562395,Household & Hygiene,Mid-Low,Low
11.65,Low Fat,0.056656942,Baking Goods,106.2622,1985,Medium,Tier 3,Supermarket Type3,2328.9684,0.2380271875227702,Grains & Bakery,Mid-Low,Mid-Low
11.5,Low Fat,0.072994847,Fruits and Vegetables,189.253,1999,Medium,Tier 1,Supermarket Type1,1328.271,0.2701755854995044,Fresh Produce,High,Mid-High
8.88,Low Fat,0.165073642,Household,207.727,1998,Small,Tier 3,Grocery Store,209.727,0.40629255715555507,Household & Hygiene,High,High
11.6,Low Fat,0.017744999,Canned,177.9686,1997,Small,Tier 1,Supermarket Type1,1244.3802,0.13321035620401292,Canned & Packaged,Mid-High,Low
9.8,Low Fat,0.047453947,Baking Goods,101.7016,2007,Small,Tier 2,Supermarket Type1,1518.024,0.21783926872811524,Grains & Bakery,Mid-Low,Mid-Low
9.395,Regular,0.171422166,Fruits and Vegetables,139.1838,2002,Small,Tier 2,Supermarket Type1,1685.8056,0.41403160024326646,Fresh Produce,Mid-Low,High
12.3,Low Fat,0.021860985,Frozen Foods,193.3162,1997,Small,Tier 1,Supermarket Type1,3078.6592,0.14785460763872055,Dairy & Frozen,High,Low
16.1,Low Fat,0.023577298,Soft Drinks,192.6846,1997,Small,Tier 1,Supermarket Type1,2866.269,0.15354900846309624,Snacks & Beverages,High,Low
19.1,Regular,0.043304681,Fruits and Vegetables,147.5418,1998,Small,Tier 3,Grocery Store,294.2836,0.20809776788807707,Fresh Produce,Mid-High,Mid-Low
8.43,Low Fat,0.177971115,Household,174.0422,1999,Medium,Tier 1,Supermarket Type1,2069.3064,0.42186622879770785,Household & Hygiene,Mid-High,High
14.5,Regular,0.106894492,Breads,260.4594,1998,Small,Tier 3,Grocery Store,1046.6376,0.32694723121629277,Grains & Bakery,High,High
8.27,Regular,0.127927931,Soft Drinks,184.8924,1997,Small,Tier 1,Supermarket Type1,4442.2176,0.35767014272930303,Snacks & Beverages,High,High
7.02,Low Fat,0.081623275,Fruits and Vegetables,148.0734,2007,Small,Tier 2,Supermarket Type1,1930.1542,0.28569787363576926,Fresh Produce,Mid-High,Mid-High
20.0,Regular,0.051596927,Frozen Foods,128.0678,2002,Small,Tier 2,Supermarket Type1,1780.3492,0.2271495696672129,Dairy & Frozen,Mid-Low,Mid-Low
11.65,Low Fat,0.054670967,Seafood,158.6604,1985,Small,Tier 1,Grocery Store,316.9208,0.2338182349604068,Fresh Produce,Mid-High,Mid-Low
13.1,Low Fat,0.012089479,Others,189.853,1987,High,Tier 3,Supermarket Type1,3415.554,0.1099521668726906,Canned & Packaged,High,Low
15.2,Low Fat,0.021250528,Canned,216.5824,2002,Small,Tier 2,Supermarket Type1,5241.1776,0.1457756083849421,Canned & Packaged,High,Low
10.8,Low Fat,0.05843345,Hard Drinks,74.738,1997,Small,Tier 1,Supermarket Type1,1025.332,0.24173011810695,Snacks & Beverages,Low,Mid-High
12.6,Low Fat,0.05606697,Seafood,50.7982,2004,Small,Tier 2,Supermarket Type1,473.3838,0.23678464899566443,Fresh Produce,Low,Mid-Low
12.15,Low Fat,0.029569276,Household,115.015,1999,Medium,Tier 1,Supermarket Type1,2912.875,0.1719571923473979,Household & Hygiene,Mid-Low,Low
7.42,Low Fat,0.0204332,Snack Foods,248.9092,2002,Small,Tier 2,Supermarket Type1,5976.2208,0.1429447445693615,Snacks & Beverages,High,Low
11.65,Regular,0.055213281,Baking Goods,172.4764,1985,Small,Tier 1,Grocery Store,687.1056,0.2349750646345267,Grains & Bakery,Mid-High,Mid-Low
6.885,Regular,0.1408005,Canned,111.4228,2007,Small,Tier 2,Supermarket Type1,2984.1156,0.3752339270375215,Canned & Packaged,Mid-Low,High
12.15,Low Fat,0.047665717,Health and Hygiene,42.177,1985,Medium,Tier 3,Supermarket Type3,1255.033,0.21832479703414362,Household & Hygiene,Low,Mid-Low
